First Name,Middle Name,Surname,Full Name,Gender,Relation
Praful,Krishna,Tamang,Praful Krishna Tamang,Male,Husband
Raj,,Gurung,Raj Gurung,Male,Father
Shreya,Kumari,K.C.,Shreya Kumari K.C.,Female,Wife
Shreya,Maya,Tamang,Shreya Maya Tamang,Female,Wife
Sunil,Raj,Shrestha,Sunil Raj Shrestha,Male,Husband
Mina,,Gurung,Mina Gurung,Female,Wife
Sita,,Bhandari,Sita Bhandari,Female,Mother
Shyam,Man,Timalsina,Shyam Man Timalsina,Male,Father
Sita,Devi,K.C.,Sita Devi K.C.,Female,Mother
Sapana,Laxmi,Bhandari,Sapana Laxmi Bhandari,Female,Wife
Dev,,Sherpa,Dev Sherpa,Male,Husband
Shyam,Singh,Gurung,Shyam Singh Gurung,Male,Husband
Sunita,,K.C.,Sunita K.C.,Female,Wife
Dev,Bahadur,K.C.,Dev Bahadur K.C.,Male,Husband
Shreya,,Maharjan,Shreya Maharjan,Female,Mother
Mina,Devi,Karki,Mina Devi Karki,Female,Mother
Gita,,Tamang,Gita Tamang,Female,Mother
Shreya,Devi,Bhandari,Shreya Devi Bhandari,Female,Mother
Gita,Rani,Timalsina,Gita Rani Timalsina,Female,Wife
Moni,,K.C.,Moni K.C.,Female,Wife
Anil,Lal,Gurung,Anil Lal Gurung,Male,Father
Sisir,,Bhandari,Sisir Bhandari,Male,Husband
Sunil,Lal,K.C.,Sunil Lal K.C.,Male,Husband
Sita,Rani,Shrestha,Sita Rani Shrestha,Female,Mother
Sunita,Kumari,Karki,Sunita Kumari Karki,Female,Wife
Raj,,Shrestha,Raj Shrestha,Male,Husband
Sapana,Devi,Rai,Sapana Devi Rai,Female,Wife
Sunita,Kumari,K.C.,Sunita Kumari K.C.,Female,Wife
Abhaya,Krishna,Shrestha,Abhaya Krishna Shrestha,Male,Father
Sita,,Timalsina,Sita Timalsina,Female,Mother
Sabita,,Shrestha,Sabita Shrestha,Female,Wife
Sapana,,Shrestha,Sapana Shrestha,Female,Wife
Raj,Man,K.C.,Raj Man K.C.,Male,Husband
Dipak,Bahadur,Rai,Dipak Bahadur Rai,Male,Husband
Abhaya,,Karki,Abhaya Karki,Male,Father
Praful,Lal,Gurung,Praful Lal Gurung,Male,Husband
Sapana,Maya,Timalsina,Sapana Maya Timalsina,Female,Wife
Kiran,Singh,Gurung,Kiran Singh Gurung,Male,Husband
Praful,Bahadur,Maharjan,Praful Bahadur Maharjan,Male,Husband
Moni,Rani,K.C.,Moni Rani K.C.,Female,Mother
Raj,Kumar,Gurung,Raj Kumar Gurung,Male,Father
Safal,,Karki,Safal Karki,Male,Father
Dev,Kumar,Rai,Dev Kumar Rai,Male,Father
Sita,Devi,Karki,Sita Devi Karki,Female,Mother
Sapana,Rani,Karki,Sapana Rani Karki,Female,Wife
Abhaya,Prasad,Timalsina,Abhaya Prasad Timalsina,Male,Husband
Sapana,Laxmi,Bhandari,Sapana Laxmi Bhandari,Female,Mother
Prasant,Raj,Shrestha,Prasant Raj Shrestha,Male,Father
Sabita,Devi,Timalsina,Sabita Devi Timalsina,Female,Wife
Raj,,Sherpa,Raj Sherpa,Male,Husband
Sita,Rani,Karki,Sita Rani Karki,Female,Wife
Shreya,,Sherpa,Shreya Sherpa,Female,Mother
Sunita,,Shrestha,Sunita Shrestha,Female,Mother
Sapana,Rani,Gurung,Sapana Rani Gurung,Female,Mother
Sisir,Prasad,Bhandari,Sisir Prasad Bhandari,Male,Husband
Praful,Singh,Tamang,Praful Singh Tamang,Male,Husband
Gita,Laxmi,Gurung,Gita Laxmi Gurung,Female,Wife
Shyam,,Gurung,Shyam Gurung,Male,Father
Sita,Maya,Bhandari,Sita Maya Bhandari,Female,Mother
Dipak,Lal,Maharjan,Dipak Lal Maharjan,Male,Husband
Sunita,,Maharjan,Sunita Maharjan,Female,Mother
Sita,Devi,Shrestha,Sita Devi Shrestha,Female,Mother
Sabita,Laxmi,Bhandari,Sabita Laxmi Bhandari,Female,Mother
Dev,,Tamang,Dev Tamang,Male,Father
Shreya,,Sherpa,Shreya Sherpa,Female,Mother
Moni,Laxmi,Maharjan,Moni Laxmi Maharjan,Female,Mother
Shreya,,Rai,Shreya Rai,Female,Mother
Prasant,,Bhandari,Prasant Bhandari,Male,Husband
Anil,Kumar,Bhandari,Anil Kumar Bhandari,Male,Father
Anil,,Timalsina,Anil Timalsina,Male,Father
Sapana,,Tamang,Sapana Tamang,Female,Wife
Hari,,Shrestha,Hari Shrestha,Male,Father
Sunita,,Tamang,Sunita Tamang,Female,Wife
Sabita,Rani,Timalsina,Sabita Rani Timalsina,Female,Mother
Prasant,Bahadur,Gurung,Prasant Bahadur Gurung,Male,Husband
Shreya,Maya,Sherpa,Shreya Maya Sherpa,Female,Wife
Sapana,Laxmi,Sherpa,Sapana Laxmi Sherpa,Female,Mother
Sita,Rani,Maharjan,Sita Rani Maharjan,Female,Mother
Sita,Devi,K.C.,Sita Devi K.C.,Female,Wife
Dipak,Prasad,K.C.,Dipak Prasad K.C.,Male,Father
Sita,Rani,Tamang,Sita Rani Tamang,Female,Mother
Sita,,Bhandari,Sita Bhandari,Female,Mother
Sisir,,Timalsina,Sisir Timalsina,Male,Husband
Praful,Man,Shrestha,Praful Man Shrestha,Male,Father
Shyam,,Maharjan,Shyam Maharjan,Male,Father
Safal,Singh,Shrestha,Safal Singh Shrestha,Male,Father
Sita,Kumari,Karki,Sita Kumari Karki,Female,Mother
Raj,Lal,Bhandari,Raj Lal Bhandari,Male,Husband
Moni,Kumari,Maharjan,Moni Kumari Maharjan,Female,Wife
Sita,Devi,Gurung,Sita Devi Gurung,Female,Wife
Sita,Devi,Timalsina,Sita Devi Timalsina,Female,Mother
Shyam,Raj,K.C.,Shyam Raj K.C.,Male,Husband
Ram,Singh,Rai,Ram Singh Rai,Male,Father
Abhaya,Man,Sherpa,Abhaya Man Sherpa,Male,Husband
Mina,Kumari,Timalsina,Mina Kumari Timalsina,Female,Mother
Prasant,Krishna,Rai,Prasant Krishna Rai,Male,Husband
Sapana,,Karki,Sapana Karki,Female,Wife
Prasant,Man,Rai,Prasant Man Rai,Male,Husband
Gita,Rani,Gurung,Gita Rani Gurung,Female,Mother
Sabita,Kumari,Sherpa,Sabita Kumari Sherpa,Female,Wife
Sabita,Rani,Bhandari,Sabita Rani Bhandari,Female,Wife
Sapana,Rani,Karki,Sapana Rani Karki,Female,Mother
Anil,Lal,Gurung,Anil Lal Gurung,Male,Father
Kiran,Man,Maharjan,Kiran Man Maharjan,Male,Husband
Dipak,Singh,Maharjan,Dipak Singh Maharjan,Male,Father
Gita,Devi,Gurung,Gita Devi Gurung,Female,Mother
Gita,Rani,Tamang,Gita Rani Tamang,Female,Mother
Hari,Lal,Maharjan,Hari Lal Maharjan,Male,Husband
Sisir,Krishna,Maharjan,Sisir Krishna Maharjan,Male,Husband
Shreya,Devi,Shrestha,Shreya Devi Shrestha,Female,Wife
Kiran,Raj,Thapa,Kiran Raj Thapa,Male,Father
Mina,Kumari,Gurung,Mina Kumari Gurung,Female,Mother
Sunil,Man,Sherpa,Sunil Man Sherpa,Male,Father
Mina,Maya,Thapa,Mina Maya Thapa,Female,Mother
Sabita,Kumari,Gurung,Sabita Kumari Gurung,Female,Wife
Raj,,K.C.,Raj K.C.,Male,Husband
Shyam,Singh,Rai,Shyam Singh Rai,Male,Husband
Anil,Krishna,K.C.,Anil Krishna K.C.,Male,Father
Praful,,Maharjan,Praful Maharjan,Male,Husband
Sunil,Bahadur,Shrestha,Sunil Bahadur Shrestha,Male,Father
Shyam,Bahadur,Bhandari,Shyam Bahadur Bhandari,Male,Husband
Dipak,Singh,Timalsina,Dipak Singh Timalsina,Male,Father
Shreya,,Bhandari,Shreya Bhandari,Female,Mother
Sunil,Lal,Thapa,Sunil Lal Thapa,Male,Father
Sunita,Devi,Timalsina,Sunita Devi Timalsina,Female,Wife
Praful,Krishna,Maharjan,Praful Krishna Maharjan,Male,Husband
Moni,Kumari,Timalsina,Moni Kumari Timalsina,Female,Mother
Abhaya,,Thapa,Abhaya Thapa,Male,Husband
Kiran,Bahadur,Sherpa,Kiran Bahadur Sherpa,Male,Father
Dipak,Krishna,Thapa,Dipak Krishna Thapa,Male,Husband
Moni,,Karki,Moni Karki,Female,Wife
Abhaya,Kumar,Sherpa,Abhaya Kumar Sherpa,Male,Father
Shreya,Maya,Karki,Shreya Maya Karki,Female,Wife
Raj,Prasad,Shrestha,Raj Prasad Shrestha,Male,Husband
Anil,Singh,K.C.,Anil Singh K.C.,Male,Father
Prasant,,Sherpa,Prasant Sherpa,Male,Husband
Safal,Lal,Sherpa,Safal Lal Sherpa,Male,Father
Hari,Bahadur,Timalsina,Hari Bahadur Timalsina,Male,Father
Sisir,Man,Timalsina,Sisir Man Timalsina,Male,Father
Praful,Singh,Thapa,Praful Singh Thapa,Male,Father
Dev,,Timalsina,Dev Timalsina,Male,Husband
Moni,,Tamang,Moni Tamang,Female,Mother
Sunil,Man,Gurung,Sunil Man Gurung,Male,Father
Gita,Maya,Gurung,Gita Maya Gurung,Female,Mother
Sita,Kumari,Bhandari,Sita Kumari Bhandari,Female,Mother
Sita,,Sherpa,Sita Sherpa,Female,Wife
Sisir,Bahadur,Timalsina,Sisir Bahadur Timalsina,Male,Husband
Shyam,,Rai,Shyam Rai,Male,Father
Ram,Man,Tamang,Ram Man Tamang,Male,Father
Shreya,Devi,Maharjan,Shreya Devi Maharjan,Female,Wife
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Wife
Sunil,,Tamang,Sunil Tamang,Male,Husband
Hari,Krishna,Rai,Hari Krishna Rai,Male,Husband
Moni,,Timalsina,Moni Timalsina,Female,Wife
Sita,Devi,Tamang,Sita Devi Tamang,Female,Mother
Dev,,Sherpa,Dev Sherpa,Male,Husband
Praful,Man,Maharjan,Praful Man Maharjan,Male,Husband
Shreya,,Timalsina,Shreya Timalsina,Female,Mother
Sita,,Karki,Sita Karki,Female,Mother
Moni,Kumari,Tamang,Moni Kumari Tamang,Female,Mother
Sapana,Laxmi,Tamang,Sapana Laxmi Tamang,Female,Wife
Abhaya,Singh,K.C.,Abhaya Singh K.C.,Male,Father
Sapana,Laxmi,Shrestha,Sapana Laxmi Shrestha,Female,Wife
Gita,Laxmi,Karki,Gita Laxmi Karki,Female,Wife
Sita,Laxmi,Rai,Sita Laxmi Rai,Female,Wife
Anil,Bahadur,Rai,Anil Bahadur Rai,Male,Father
Hari,Prasad,Tamang,Hari Prasad Tamang,Male,Husband
Hari,Krishna,Rai,Hari Krishna Rai,Male,Husband
Praful,,Sherpa,Praful Sherpa,Male,Husband
Sabita,Kumari,Gurung,Sabita Kumari Gurung,Female,Mother
Safal,Prasad,Karki,Safal Prasad Karki,Male,Husband
Moni,Devi,Bhandari,Moni Devi Bhandari,Female,Wife
Sisir,,Karki,Sisir Karki,Male,Husband
Shreya,Rani,Timalsina,Shreya Rani Timalsina,Female,Mother
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Mother
Dipak,Man,Gurung,Dipak Man Gurung,Male,Husband
Praful,Krishna,Shrestha,Praful Krishna Shrestha,Male,Father
Gita,Maya,Shrestha,Gita Maya Shrestha,Female,Mother
Gita,Kumari,Maharjan,Gita Kumari Maharjan,Female,Mother
Shyam,Krishna,Thapa,Shyam Krishna Thapa,Male,Husband
Raj,Prasad,Gurung,Raj Prasad Gurung,Male,Husband
Sunita,Rani,Tamang,Sunita Rani Tamang,Female,Wife
Sunita,Rani,Shrestha,Sunita Rani Shrestha,Female,Wife
Mina,Maya,Tamang,Mina Maya Tamang,Female,Wife
Shreya,Rani,Gurung,Shreya Rani Gurung,Female,Wife
Kiran,,Timalsina,Kiran Timalsina,Male,Husband
Abhaya,Prasad,Rai,Abhaya Prasad Rai,Male,Husband
Prasant,,Rai,Prasant Rai,Male,Father
Praful,,Shrestha,Praful Shrestha,Male,Father
Sunita,Kumari,Tamang,Sunita Kumari Tamang,Female,Wife
Moni,Rani,Rai,Moni Rani Rai,Female,Mother
Shreya,,Tamang,Shreya Tamang,Female,Wife
Safal,Kumar,Shrestha,Safal Kumar Shrestha,Male,Husband
Shyam,Bahadur,Timalsina,Shyam Bahadur Timalsina,Male,Husband
Abhaya,Bahadur,Rai,Abhaya Bahadur Rai,Male,Father
Dev,,Timalsina,Dev Timalsina,Male,Father
Raj,Lal,Thapa,Raj Lal Thapa,Male,Father
Abhaya,Man,Karki,Abhaya Man Karki,Male,Husband
Shreya,Rani,Tamang,Shreya Rani Tamang,Female,Wife
Kiran,Bahadur,Sherpa,Kiran Bahadur Sherpa,Male,Husband
Sabita,Rani,Shrestha,Sabita Rani Shrestha,Female,Wife
Hari,,Gurung,Hari Gurung,Male,Husband
Mina,Maya,K.C.,Mina Maya K.C.,Female,Wife
Abhaya,Bahadur,Maharjan,Abhaya Bahadur Maharjan,Male,Father
Raj,Kumar,Gurung,Raj Kumar Gurung,Male,Husband
Praful,,Thapa,Praful Thapa,Male,Husband
Raj,Kumar,Rai,Raj Kumar Rai,Male,Father
Safal,Man,Rai,Safal Man Rai,Male,Husband
Sabita,,Thapa,Sabita Thapa,Female,Mother
Abhaya,Raj,Tamang,Abhaya Raj Tamang,Male,Father
Abhaya,Prasad,Bhandari,Abhaya Prasad Bhandari,Male,Father
Ram,Bahadur,Shrestha,Ram Bahadur Shrestha,Male,Husband
Anil,,Maharjan,Anil Maharjan,Male,Husband
Sabita,Maya,Tamang,Sabita Maya Tamang,Female,Mother
Moni,Rani,Thapa,Moni Rani Thapa,Female,Mother
Moni,Devi,Karki,Moni Devi Karki,Female,Wife
Sisir,,Rai,Sisir Rai,Male,Father
Sabita,,Gurung,Sabita Gurung,Female,Mother
Sunil,Krishna,Sherpa,Sunil Krishna Sherpa,Male,Father
Abhaya,Kumar,Gurung,Abhaya Kumar Gurung,Male,Father
Shreya,,Bhandari,Shreya Bhandari,Female,Mother
Moni,,Shrestha,Moni Shrestha,Female,Wife
Praful,Lal,Bhandari,Praful Lal Bhandari,Male,Husband
Anil,Krishna,Shrestha,Anil Krishna Shrestha,Male,Husband
Sita,Rani,Shrestha,Sita Rani Shrestha,Female,Wife
Moni,Maya,Gurung,Moni Maya Gurung,Female,Mother
Sabita,Kumari,Gurung,Sabita Kumari Gurung,Female,Wife
Gita,,Rai,Gita Rai,Female,Wife
Sapana,,Gurung,Sapana Gurung,Female,Wife
Prasant,Bahadur,Bhandari,Prasant Bahadur Bhandari,Male,Father
Prasant,Bahadur,Karki,Prasant Bahadur Karki,Male,Father
Dev,,Karki,Dev Karki,Male,Father
Sunita,Devi,Maharjan,Sunita Devi Maharjan,Female,Wife
Hari,Krishna,Shrestha,Hari Krishna Shrestha,Male,Father
Dev,Prasad,Gurung,Dev Prasad Gurung,Male,Husband
Sabita,Maya,Bhandari,Sabita Maya Bhandari,Female,Mother
Gita,Maya,Gurung,Gita Maya Gurung,Female,Wife
Moni,Rani,Gurung,Moni Rani Gurung,Female,Mother
Sapana,,Timalsina,Sapana Timalsina,Female,Mother
Mina,Rani,Thapa,Mina Rani Thapa,Female,Wife
Dipak,,Timalsina,Dipak Timalsina,Male,Father
